x1,name,age,photo,nationality,flag,overall,potential,club,club_logo,value,wage,special,acceleration,aggression,agility,balance,ball_control,composure,crossing,curve,dribbling,finishing,free_kick_accuracy,gk_diving,gk_handling,gk_kicking,gk_positioning,gk_reflexes,heading_accuracy,interceptions,jumping,long_passing,long_shots,marking,penalties,positioning,reactions,short_passing,shot_power,sliding_tackle,sprint_speed,stamina,standing_tackle,strength,vision,volleys,cam,cb,cdm,cf,cm,id,lam,lb,lcb,lcm,ldm,lf,lm,ls,lw,lwb,preferred_positions,ram,rb,rcb,rcm,rdm,rf,rm,rs,rw,rwb,st
6358,Pedro Pereira,19,https://cdn.sofifa.org/48/18/players/230824.png,Portugal,https://cdn.sofifa.org/flags/38.png,69,82,SL Benfica,https://cdn.sofifa.org/24/18/teams/234.png,€1.7M,€4K,1723,75,60,80,74,68,71,65,46,65,35,35,10,6,9,11,12,56,67,72,57,34,70,48,65,66,64,40,68,76,70,72,57,55,35,61,66,65,60,62,230824,61,68,66,62,65,60,64,56,62,68,RB,61,68,66,62,65,60,64,56,62,68,56
6392,Fábio China,24,https://cdn.sofifa.org/48/18/players/234164.png,Portugal,https://cdn.sofifa.org/flags/38.png,69,74,CS Marítimo,https://cdn.sofifa.org/24/18/teams/1893.png,€1.2M,€5K,1672,68,59,67,71,64,71,70,58,62,32,34,8,10,12,10,11,58,64,58,48,30,65,48,55,70,63,56,73,71,71,72,60,41,33,56,65,63,56,57,234164,56,68,65,57,63,56,61,55,59,68,LB,56,68,65,57,63,56,61,55,59,68,55
6456,Nuno Reis,26,https://cdn.sofifa.org/48/18/players/197062.png,Portugal,https://cdn.sofifa.org/flags/38.png,69,71,Panathinaikos FC,https://cdn.sofifa.org/24/18/teams/1884.png,€1.1M,€1K,1767,65,66,69,65,62,67,53,50,60,43,53,11,13,14,7,15,71,66,82,58,49,69,58,42,64,65,56,67,67,70,72,67,54,44,58,68,65,57,60,197062,58,66,68,60,65,57,59,56,57,65,CDM CB,58,66,68,60,65,57,59,56,57,65,56
6568,D. Heuer Fernandes,24,https://cdn.sofifa.org/48/18/players/212197.png,Portugal,https://cdn.sofifa.org/flags/38.png,69,75,SV Darmstadt 98,https://cdn.sofifa.org/24/18/teams/110502.png,€1.1M,€9K,1100,42,25,39,33,31,28,7,13,22,11,12,68,66,75,63,74,10,16,70,26,9,15,19,7,64,31,22,11,44,43,16,69,40,7,NA,NA,NA,NA,NA,212197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6574,Xavier,24,https://cdn.sofifa.org/48/18/players/226278.png,Portugal,https://cdn.sofifa.org/flags/38.png,69,71,FC Paços de Ferreira,https://cdn.sofifa.org/24/18/teams/1892.png,€1.3M,€7K,1672,80,39,76,62,71,65,65,60,73,58,42,16,15,14,8,10,48,25,50,60,58,23,63,64,67,65,68,34,81,63,31,63,66,54,68,42,49,67,62,226278,68,50,42,62,49,67,68,64,69,53,RW LW,68,50,42,62,49,67,68,64,69,53,64
6591,Aníbal Capela,26,https://cdn.sofifa.org/48/18/players/202474.png,Portugal,https://cdn.sofifa.org/flags/38.png,69,71,Carpi,https://cdn.sofifa.org/24/18/teams/112409.png,€1.1M,€3K,1488,44,76,55,64,55,59,40,43,36,19,45,9,7,8,9,11,72,66,86,41,24,63,48,24,65,55,38,64,51,60,66,84,39,21,43,68,60,41,48,202474,43,59,68,48,60,41,44,43,42,57,CB,43,59,68,48,60,41,44,43,42,57,43
6596,Jair Amador,27,https://cdn.sofifa.org/48/18/players/234731.png,Portugal,https://cdn.sofifa.org/flags/38.png,69,71,SD Huesca,https://cdn.sofifa.org/24/18/teams/110839.png,€1M,€5K,1511,63,62,51,56,59,61,33,34,32,22,37,10,7,9,11,12,70,65,70,55,27,67,41,32,54,62,41,66,66,73,71,89,35,29,46,68,63,44,52,234731,46,62,68,52,63,44,47,46,44,60,CB,46,62,68,52,63,44,47,46,44,60,46
6597,Tomané,24,https://cdn.sofifa.org/48/18/players/175851.png,Portugal,https://cdn.sofifa.org/flags/38.png,69,74,Tondela,https://cdn.sofifa.org/24/18/teams/112516.png,€1.4M,€4K,1545,63,78,62,70,68,67,42,54,50,70,24,4,4,4,4,4,74,22,67,40,54,15,53,72,71,62,75,17,62,78,18,80,28,56,57,43,45,62,53,175851,57,43,43,53,45,62,58,68,59,45,ST,57,43,43,53,45,62,58,68,59,45,68
6606,Alexandre Guedes,23,https://cdn.sofifa.org/48/18/players/238830.png,Portugal,https://cdn.sofifa.org/flags/38.png,69,77,CD Aves,https://cdn.sofifa.org/24/18/teams/666.png,€1.6M,€7K,1610,71,49,68,71,72,70,51,30,68,69,27,12,13,12,14,10,60,14,73,61,59,34,56,71,66,68,75,15,61,70,10,75,47,58,65,40,46,67,59,238830,65,43,40,59,46,67,65,68,65,47,ST,65,43,40,59,46,67,65,68,65,47,68
6634,João Meira,30,https://cdn.sofifa.org/48/18/players/213751.png,Portugal,https://cdn.sofifa.org/flags/38.png,69,69,Chicago Fire Soccer Club,https://cdn.sofifa.org/24/18/teams/693.png,€775K,€5K,1441,44,77,35,57,48,46,46,29,41,22,30,14,15,10,14,7,65,72,67,64,30,73,38,28,54,76,46,61,36,42,72,68,39,21,46,68,65,43,53,213751,46,59,68,53,65,43,46,43,43,57,CDM CB,46,59,68,53,65,43,46,43,43,57,43
6647,Jorge Teixeira,30,https://cdn.sofifa.org/48/18/players/199674.png,Portugal,https://cdn.sofifa.org/flags/38.png,69,69,Sint-Truidense VV,https://cdn.sofifa.org/24/18/teams/680.png,€775K,€7K,1727,64,82,55,57,60,61,66,64,35,37,57,8,6,13,12,16,73,64,63,69,33,66,67,51,65,64,44,68,60,74,67,75,63,29,55,68,67,52,60,199674,55,66,68,60,67,52,57,53,53,64,CB,55,66,68,60,67,52,57,53,53,64,53
6654,Quim,41,https://cdn.sofifa.org/48/18/players/20731.png,Portugal,https://cdn.sofifa.org/flags/38.png,69,69,CD Aves,https://cdn.sofifa.org/24/18/teams/666.png,€70K,€3K,1215,31,37,62,59,28,57,17,19,14,12,12,65,66,64,74,72,11,22,78,33,14,17,19,14,61,27,33,12,36,40,13,68,65,20,NA,NA,NA,NA,NA,20731,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6657,Moreno,35,https://cdn.sofifa.org/48/18/players/140284.png,Portugal,https://cdn.sofifa.org/flags/38.png,69,69,Vitória Guimarães,https://cdn.sofifa.org/24/18/teams/1887.png,€250K,€4K,1652,35,74,56,65,54,70,57,56,46,48,43,10,10,8,9,9,68,70,72,50,63,67,63,37,59,65,75,65,53,34,67,81,54,29,53,68,62,52,55,140284,53,59,68,55,62,52,50,55,51,58,CB,53,59,68,55,62,52,50,55,51,58,55
6680,K. Pires-Rodrigues,25,https://cdn.sofifa.org/48/18/players/238595.png,Portugal,https://cdn.sofifa.org/flags/38.png,68,71,Sportfreunde Lotte,https://cdn.sofifa.org/24/18/teams/110700.png,€1.1M,€1K,1821,65,61,88,91,68,62,68,62,73,62,67,11,5,15,12,7,45,64,59,70,52,51,69,54,56,72,58,47,66,76,58,40,68,61,66,55,63,64,67,238595,66,61,55,67,63,64,67,59,66,63,CM,66,61,55,67,63,64,67,59,66,63,59
6695,Luís Machado,24,https://cdn.sofifa.org/48/18/players/230150.png,Portugal,https://cdn.sofifa.org/flags/38.png,68,72,CD Feirense,https://cdn.sofifa.org/24/18/teams/10019.png,€1.2M,€6K,1645,78,61,79,90,73,59,64,54,74,70,44,9,14,5,10,5,46,25,60,51,45,20,64,67,62,64,73,31,79,51,34,34,51,58,65,40,46,67,58,230150,65,48,40,58,46,67,67,65,68,51,RM LM,65,48,40,58,46,67,67,65,68,51,65
6713,Cristiano,26,https://cdn.sofifa.org/48/18/players/205068.png,Portugal,https://cdn.sofifa.org/flags/38.png,68,70,Vitória Setúbal,https://cdn.sofifa.org/24/18/teams/665.png,€750K,€4K,1104,27,31,37,30,20,21,18,12,16,15,17,64,69,66,70,68,17,24,50,19,20,12,21,18,64,26,35,15,33,37,10,85,40,18,NA,NA,NA,NA,NA,205068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6987,Diogo Dalot,18,https://cdn.sofifa.org/48/18/players/234574.png,Portugal,https://cdn.sofifa.org/flags/38.png,68,83,FC Porto,https://cdn.sofifa.org/24/18/teams/236.png,€1.6M,€4K,1686,71,77,66,63,70,62,64,44,67,42,28,10,6,10,6,8,61,68,64,45,45,62,36,63,73,59,68,64,75,67,67,71,39,27,59,67,63,61,58,234574,59,67,67,58,63,61,63,61,62,67,RB,59,67,67,58,63,61,63,61,62,67,61
6988,Pêpê,20,https://cdn.sofifa.org/48/18/players/239950.png,Portugal,https://cdn.sofifa.org/flags/38.png,68,81,Estoril Praia,https://cdn.sofifa.org/24/18/teams/10020.png,€1.5M,€4K,1692,64,68,62,61,68,69,45,40,65,34,48,13,12,9,14,9,60,64,65,69,32,68,52,55,69,68,59,61,59,65,65,67,68,34,62,65,67,60,65,239950,62,63,65,65,67,60,61,56,59,63,CDM,62,63,65,65,67,60,61,56,59,63,56
7060,Vasco Costa,25,https://cdn.sofifa.org/48/18/players/229474.png,Portugal,https://cdn.sofifa.org/flags/38.png,68,69,Vitória Setúbal,https://cdn.sofifa.org/24/18/teams/665.png,€1.1M,€6K,1596,71,48,68,58,68,69,55,54,71,65,39,8,7,6,9,12,61,18,70,41,58,18,68,70,70,59,69,17,63,62,23,75,57,58,64,40,43,66,56,229474,64,43,40,56,43,66,64,67,65,46,ST,64,43,40,56,43,66,64,67,65,46,67
7071,Rabiola,27,https://cdn.sofifa.org/48/18/players/182628.png,Portugal,https://cdn.sofifa.org/flags/38.png,68,68,FC Paços de Ferreira,https://cdn.sofifa.org/24/18/teams/1892.png,€950K,€7K,1696,65,71,67,58,70,70,59,58,70,70,56,13,6,10,13,11,67,26,62,59,59,31,73,65,64,64,78,30,59,33,46,63,61,59,65,49,50,67,60,182628,65,47,49,60,50,67,63,67,66,49,ST,65,47,49,60,50,67,63,67,66,49,67
7118,Pedró,29,https://cdn.sofifa.org/48/18/players/218735.png,Portugal,https://cdn.sofifa.org/flags/38.png,68,68,CD Aves,https://cdn.sofifa.org/24/18/teams/666.png,€875K,€8K,1647,69,48,60,65,71,66,72,54,72,54,48,8,10,15,8,9,44,29,50,69,51,43,55,59,58,76,68,48,64,49,40,65,68,48,67,48,54,65,63,218735,67,53,48,63,54,65,67,61,66,56,CM CAM,67,53,48,63,54,65,67,61,66,56,61
7162,Miguel Cardoso,23,https://cdn.sofifa.org/48/18/players/224890.png,Portugal,https://cdn.sofifa.org/flags/38.png,68,76,Tondela,https://cdn.sofifa.org/24/18/teams/112516.png,€1.3M,€4K,1627,70,40,72,74,70,65,66,58,71,63,46,8,7,9,9,8,43,31,33,60,55,35,58,69,68,67,61,34,73,51,34,62,68,54,68,43,51,67,62,224890,68,50,43,62,51,67,67,64,68,53,CAM RW,68,50,43,62,51,67,67,64,68,53,64
7259,Francisco Ramos,22,https://cdn.sofifa.org/48/18/players/229522.png,Portugal,https://cdn.sofifa.org/flags/38.png,68,78,Vitória Guimarães,https://cdn.sofifa.org/24/18/teams/1887.png,€1.4M,€6K,1779,62,67,59,62,72,69,47,67,68,47,48,9,15,6,7,8,61,65,55,68,53,58,58,65,71,72,73,61,66,63,65,70,64,47,66,65,67,65,67,229522,66,63,65,67,67,65,65,63,63,64,CAM CM,66,63,65,67,67,65,65,63,63,64,63
7290,Tiago Lopes,28,https://cdn.sofifa.org/48/18/players/240281.png,Portugal,https://cdn.sofifa.org/flags/38.png,68,68,Kayserispor,https://cdn.sofifa.org/24/18/teams/101020.png,€700K,€9K,1831,72,66,74,62,68,52,66,62,66,42,61,15,7,10,13,10,58,60,64,62,46,62,60,62,69,65,74,64,76,77,66,69,47,56,61,64,65,62,62,240281,61,67,64,62,65,62,65,62,63,67,RB,61,67,64,62,65,62,65,62,63,67,62
7506,Rúben Dias,20,https://cdn.sofifa.org/48/18/players/239818.png,Portugal,https://cdn.sofifa.org/flags/38.png,68,78,SL Benfica,https://cdn.sofifa.org/24/18/teams/234.png,€1.3M,€5K,1458,62,77,44,51,63,65,34,33,48+15,29,26,7,8,13,7,12,68,63,67,31,22,66,45,28,69+6,54+5,42,67,57+1,63,70,74+2,28,30,45,67,60,47,48,239818,45,62,67,48,60,47,48,48,46,59,CB,45,62,67,48,60,47,48,48,46,59,48
7517,Hélder Tavares,27,https://cdn.sofifa.org/48/18/players/229327.png,Portugal,https://cdn.sofifa.org/flags/38.png,68,69,Tondela,https://cdn.sofifa.org/24/18/teams/112516.png,€1M,€4K,1799,63,79,79,67,65,70,51,48,61,40,42,12,6,8,8,14,59,69,57,72,47,60,52,67,76,74,74,62,67,82,67,68,57,46,64,66,69,63,67,229327,64,66,66,67,69,63,64,61,62,67,CDM CM,64,66,66,67,69,63,64,61,62,67,61
7528,Gonçalo Silva,26,https://cdn.sofifa.org/48/18/players/213203.png,Portugal,https://cdn.sofifa.org/flags/38.png,68,70,CF Os Belenenses,https://cdn.sofifa.org/24/18/teams/1889.png,€900K,€5K,1508,62,68,57,57,41,62,37,36,40,28,36,10,14,10,8,13,67,67,79,44,29,68,48,30,63,47,48,68,62,61,74,71,34,31,42,67,59,42,46,213203,42,61,67,46,59,42,44,45,43,58,CB,42,61,67,46,59,42,44,45,43,58,45
7622,F. Morais,31,https://cdn.sofifa.org/48/18/players/177389.png,Portugal,https://cdn.sofifa.org/flags/38.png,68,68,Bolton Wanderers,https://cdn.sofifa.org/24/18/teams/4.png,€775K,€21K,1765,75,69,72,85,66,57,73,72,71,55,77,6,9,10,10,15,40,50,82,67,46,35,59,61,64,63,61,32,76,67,29,61,63,44,64,47,54,64,62,177389,64,53,47,62,54,64,67,60,66,57,RWB RM,64,53,47,62,54,64,67,60,66,57,60
7633,Tiago Caeiro,33,https://cdn.sofifa.org/48/18/players/213743.png,Portugal,https://cdn.sofifa.org/flags/38.png,68,68,CF Os Belenenses,https://cdn.sofifa.org/24/18/teams/1889.png,€575K,€5K,1493,44,85,49,44,60,65,34,41,57,72,31,8,15,13,14,11,78,20,68,38,53,23,58,71,71,53,81,20,33,34,22,84,47,61,56,45,42,61,50,213743,56,36,45,50,42,61,53,67,55,37,ST,56,36,45,50,42,61,53,67,55,37,67
7687,Pedro Queirós,32,https://cdn.sofifa.org/48/18/players/192252.png,Portugal,https://cdn.sofifa.org/flags/38.png,68,68,Grupo Desportivo de Chaves,https://cdn.sofifa.org/24/18/teams/518.png,€500K,€5K,1732,68,71,63,71,65,67,67,50,64,44,39,10,10,10,7,6,57,70,71,61,45,69,37,55,69,63,52,68,69,65,67,70,58,41,61,67,66,60,62,192252,61,67,67,62,66,60,63,57,61,67,RB,61,67,67,62,66,60,63,57,61,67,57
7713,A. Bischoff,30,https://cdn.sofifa.org/48/18/players/177668.png,Portugal,https://cdn.sofifa.org/flags/38.png,67,67,Hansa Rostock,https://cdn.sofifa.org/24/18/teams/27.png,€700K,€1K,1635,59,50,72,79,70,78,68,74,69,51,72,9,13,13,16,6,23,51,54,73,49,16,70,64,61,74,42,24,51,48,46,45,75,48,67,42,54,62,66,177668,67,48,42,66,54,62,65,54,65,53,CAM CM,67,48,42,66,54,62,65,54,65,53,54
7732,Wilson Manafá,22,https://cdn.sofifa.org/48/18/players/238857.png,Portugal,https://cdn.sofifa.org/flags/38.png,67,76,Portimonense SC,https://cdn.sofifa.org/24/18/teams/10031.png,€1.2M,€5K,1562,77,30,77,80,70,58,73,51,71,60,48,6,6,7,11,10,32,24,47,50,41,17,47,61,60,68,60,36,76,72,30,55,60,49,65,37,46,64,59,238857,65,50,37,59,46,64,67,60,67,54,RW,65,50,37,59,46,64,67,60,67,54,60
7789,Paulo Lopes,39,https://cdn.sofifa.org/48/18/players/53525.png,Portugal,https://cdn.sofifa.org/flags/38.png,67,67,SL Benfica,https://cdn.sofifa.org/24/18/teams/234.png,€50K,€3K,1120,38,30,55,56,14,39,14,17,17,12,11,67,73,57,67,64,12,18,75,33,9,14,20,10,60,32,18,19,43,32,15,68,36,14,NA,NA,NA,NA,NA,53525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7925,Marcos Valente,23,https://cdn.sofifa.org/48/18/players/235828.png,Portugal,https://cdn.sofifa.org/flags/38.png,67,73,Vitória Guimarães,https://cdn.sofifa.org/24/18/teams/1887.png,€900K,€5K,1412,53,56,33,32,52,68,33,29,48,28,27,12,14,5,14,7,60,67,65,42,27,65,43,26,58,62,46,67,55,61,68,91,31,35,44,66,60,44,49,235828,44,59,66,49,60,44,46,46,44,58,CDM CB,44,59,66,49,60,44,46,46,44,58,46
8007,Bruno Monteiro,32,https://cdn.sofifa.org/48/18/players/193864.png,Portugal,https://cdn.sofifa.org/flags/38.png,67,67,Tondela,https://cdn.sofifa.org/24/18/teams/112516.png,€575K,€4K,1790,54,67,65,72,70,70,53,69,65,52,48,12,9,15,13,16,56,64,68,64,62,56,54,57,71,70,64,49,66,70,61,62,64,52,65,61,65,63,66,193864,65,61,61,66,65,63,63,61,63,62,CM,65,61,61,66,65,63,63,61,63,62,61
8019,Ricardo Ferreira,27,https://cdn.sofifa.org/48/18/players/184139.png,Portugal,https://cdn.sofifa.org/flags/38.png,67,68,Portimonense SC,https://cdn.sofifa.org/24/18/teams/10031.png,€600K,€4K,1088,46,22,44,42,25,51,13,14,11,11,17,68,66,61,65,68,13,17,63,24,11,12,13,13,62,32,34,10,38,38,12,64,40,19,NA,NA,NA,NA,NA,184139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8211,Rafael Ramos,22,https://cdn.sofifa.org/48/18/players/224891.png,Portugal,https://cdn.sofifa.org/flags/38.png,67,77,Orlando City Soccer Club,https://cdn.sofifa.org/24/18/teams/112606.png,€1.1M,€4K,1790,75,85,85,84,70,59,61,49,73,57,36,8,8,8,14,8,53,63,63,50,44,66,48,61,62,64,64,64,73,72,66,64,63,29,65,65,65,65,63,224891,65,66,65,63,65,65,66,62,66,66,RB,65,66,65,63,65,65,66,62,66,66,62
8221,A. Araujo,20,https://cdn.sofifa.org/48/18/players/225150.png,Portugal,https://cdn.sofifa.org/flags/38.png,67,76,GFC Ajaccio,https://cdn.sofifa.org/24/18/teams/110316.png,€1.2M,€18K,1633,80,73,82,92,73,60,59,52,73,61,56,10,10,15,15,7,45,24,55,55,51,24,59,63,63,62,54,15,78,61,20,27,60,59,66,36,45,66,59,225150,66,45,36,59,45,66,67,61,67,49,ST LW CAM,66,45,36,59,45,66,67,61,67,49,61
8228,L. Da Silva Lopes,18,https://cdn.sofifa.org/48/18/players/226431.png,Portugal,https://cdn.sofifa.org/flags/38.png,67,81,Peterborough United,https://cdn.sofifa.org/24/18/teams/1938.png,€1.6M,€4K,1700,90,35,90,92,69,45,67,56,70,62,29,10,16,15,16,14,56,49,50,56,59,39,56,48,49,65,58,41,86,66,43,43,57,48,64,47,52,63,59,226431,64,57,47,59,52,63,66,61,67,59,CM RM,64,57,47,59,52,63,66,61,67,59,61
8254,Claude Gonçalves,23,https://cdn.sofifa.org/48/18/players/219780.png,Portugal,https://cdn.sofifa.org/flags/38.png,67,74,Tondela,https://cdn.sofifa.org/24/18/teams/112516.png,€925K,€3K,1714,69,73,71,78,66,71,45,51,63,28,49,14,15,16,10,7,49,72,71,63,43,61,48,40,58,66,56,62,72,69,66,64,59,40,58,64,66,55,61,219780,58,63,64,61,66,55,59,51,56,63,CDM,58,63,64,61,66,55,59,51,56,63,51
8300,Miguel Oliveira,23,https://cdn.sofifa.org/48/18/players/213646.png,Portugal,https://cdn.sofifa.org/flags/38.png,67,71,Vitória Guimarães,https://cdn.sofifa.org/24/18/teams/1887.png,€700K,€4K,1021,27,23,35,25,24,27,15,16,17,13,15,68,65,62,68,67,14,19,45,16,14,17,23,17,57,23,25,13,28,24,15,74,38,19,NA,NA,NA,NA,NA,213646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8357,Yuri Ribeiro,20,https://cdn.sofifa.org/48/18/players/237211.png,Portugal,https://cdn.sofifa.org/flags/38.png,67,77,Rio Ave FC,https://cdn.sofifa.org/24/18/teams/744.png,€1.1M,€4K,1697,77,53,78,74,68,58,65,62,67,31,30,12,12,13,8,12,45,64,73,49,34,60,36,64,69,57,45,64,76,78,65,64,57,35,60,62,62,59,60,237211,60,66,62,60,62,59,64,55,62,67,LB,60,66,62,60,62,59,64,55,62,67,55
8425,Fernando Fonseca,20,https://cdn.sofifa.org/48/18/players/238507.png,Portugal,https://cdn.sofifa.org/flags/38.png,67,77,Estoril Praia,https://cdn.sofifa.org/24/18/teams/10020.png,€1.1M,€6K,1689,66,70,58,64,68,59,60,60,65,35,38,5,7,10,5,14,63,67,75,45,37,64,48,58,67,58,55,66,72,66,69,70,49,35,57,67,63,58,58,238507,57,66,67,58,63,58,60,57,59,65,RB,57,66,67,58,63,58,60,57,59,65,57
8445,Barge,33,https://cdn.sofifa.org/48/18/players/193458.png,Portugal,https://cdn.sofifa.org/flags/38.png,67,67,CD Feirense,https://cdn.sofifa.org/24/18/teams/10019.png,€290K,€6K,1846,73,70,75,70,66,63,62,55,65,39,61,15,15,6,8,15,53,64,70,55,59,64,50,71,70,66,67,62,68,81,65,64,59,63,64,64,65,63,64,193458,64,66,64,64,65,63,65,61,64,67,LB RB,64,66,64,64,65,63,65,61,64,67,61
8625,Joel,25,https://cdn.sofifa.org/48/18/players/235486.png,Portugal,https://cdn.sofifa.org/flags/38.png,67,71,Estoril Praia,https://cdn.sofifa.org/24/18/teams/10020.png,€825K,€5K,1747,72,67,68,59,64,57,60,50,61,40,55,12,10,11,12,13,63,64,65,62,40,65,55,54,65,65,45,66,72,77,67,71,50,47,59,66,65,58,61,235486,59,66,66,61,65,58,62,56,59,66,LB,59,66,66,61,65,58,62,56,59,66,56
8626,Marco Pinto,29,https://cdn.sofifa.org/48/18/players/171743.png,Portugal,https://cdn.sofifa.org/flags/38.png,67,67,CD Aves,https://cdn.sofifa.org/24/18/teams/666.png,€525K,€6K,1231,36,45,33,42,34,46,24,38,28,14,11,69,54,78,65,68,23,20,76,23,16,20,20,15,73,13,45,20,49,44,14,55,50,16,NA,NA,NA,NA,NA,171743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8627,Licá,28,https://cdn.sofifa.org/48/18/players/184031.png,Portugal,https://cdn.sofifa.org/flags/38.png,67,67,Granada CF,https://cdn.sofifa.org/24/18/teams/110832.png,€775K,€8K,1795,76,70,76,68,66,68,67,65,63,62,67,12,6,8,15,6,59,55,72,60,64,29,57,70,69,63,67,34,75,72,38,66,60,58,65,51,56,66,62,184031,65,56,51,62,56,66,66,66,67,58,LW RW,65,56,51,62,56,66,66,66,67,58,66
8629,João Nunes,21,https://cdn.sofifa.org/48/18/players/231392.png,Portugal,https://cdn.sofifa.org/flags/38.png,67,76,Lechia Gdańsk,https://cdn.sofifa.org/24/18/teams/111091.png,€1M,€4K,1577,40,74,45,51,58,62,53,57,53,21,36,6,13,10,10,10,71,61,74,64,42,63,53,21,56,66,51,62,63,57,68,76,55,37,51,66,63,47,56,231392,51,60,66,56,63,47,51,47,48,59,CB,51,60,66,56,63,47,51,47,48,59,47
8644,José Semedo,32,https://cdn.sofifa.org/48/18/players/172258.png,Portugal,https://cdn.sofifa.org/flags/38.png,67,67,Vitória Setúbal,https://cdn.sofifa.org/24/18/teams/665.png,€450K,€5K,1576,53,86,57,65,64,64,37,41,52,35,37,9,15,8,6,6,56,67,62,61,30,64,36,21,65,63,46,63,53,72,65,78,46,57,51,66,66,49,57,172258,51,61,66,57,66,49,52,48,49,60,CM CDM,51,61,66,57,66,49,52,48,49,60,48
8703,Luís Rocha,30,https://cdn.sofifa.org/48/18/players/234992.png,Portugal,https://cdn.sofifa.org/flags/38.png,67,67,CD Feirense,https://cdn.sofifa.org/24/18/teams/10019.png,€575K,€6K,1394,54,65,49,51,42,61,29,30,35,28,30,15,10,7,10,12,64,58,84,36,21,68,40,24,58,47,48,70,52,41,72,84,31,29,39,66,55,39,41,234992,39,56,66,41,55,39,39,43,38,52,CB,39,56,66,41,55,39,39,43,38,52,43
8716,Ricardo Machado,28,https://cdn.sofifa.org/48/18/players/184819.png,Portugal,https://cdn.sofifa.org/flags/38.png,67,68,Al Taawoun,https://cdn.sofifa.org/24/18/teams/112393.png,€700K,€13K,1448,50,70,59,31,49,32,34,53,26,23,46,14,8,12,9,15,71,60,68,44,21,63,54,28,61,52,12,60,63,75,71,86,36,24,41,66,59,39,47,184819,41,59,66,47,59,39,43,41,40,56,CB,41,59,66,47,59,39,43,41,40,56,41
8849,David Bruno,25,https://cdn.sofifa.org/48/18/players/205846.png,Portugal,https://cdn.sofifa.org/flags/38.png,66,70,Tondela,https://cdn.sofifa.org/24/18/teams/112516.png,€675K,€2K,1645,66,71,72,73,66,59,61,38,62,34,54,16,15,15,7,12,48,68,71,49,34,68,42,49,66,57,34,64,67,71,67,49,50,29,56,63,63,54,57,205846,56,65,63,57,63,54,59,50,57,65,RB LB,56,65,63,57,63,54,59,50,57,65,50
8963,Joca,21,https://cdn.sofifa.org/48/18/players/239921.png,Portugal,https://cdn.sofifa.org/flags/38.png,66,76,Tondela,https://cdn.sofifa.org/24/18/teams/112516.png,€1M,€3K,1619,72,47,89,91,72,59,51,58,73,47,53,6,14,8,6,10,41,26,57,59,40,35,53,66,61,67,72,41,64,55,39,32,61,53,65,42,50,64,60,239921,65,49,42,60,50,64,64,59,64,52,RW CAM,65,49,42,60,50,64,64,59,64,52,59
8966,Dálcio,21,https://cdn.sofifa.org/48/18/players/226866.png,Portugal,https://cdn.sofifa.org/flags/38.png,66,81,Rangers,https://cdn.sofifa.org/24/18/teams/86.png,€1.4M,€11K,1628,83,51,79,70,63,58,63,60,65,58,49,10,11,6,7,12,49,25,42,53,57,25,48,65,67,62,65,31,88,53,35,58,59,59,64,42,47,65,57,226866,64,49,42,57,47,65,65,63,66,52,LM RM,64,49,42,57,47,65,65,63,66,52,63
8967,João Costa,21,https://cdn.sofifa.org/48/18/players/231474.png,Portugal,https://cdn.sofifa.org/flags/38.png,66,76,FC Porto,https://cdn.sofifa.org/24/18/teams/236.png,€800K,€2K,935,18,19,22,48,17,36,13,13,12,10,14,69,63,53,63,68,10,13,57,26,13,5,16,10,63,19,22,14,33,23,13,60,24,12,NA,NA,NA,NA,NA,231474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9011,Romário Baldé,20,https://cdn.sofifa.org/48/18/players/229947.png,Portugal,https://cdn.sofifa.org/flags/38.png,66,74,Lechia Gdańsk,https://cdn.sofifa.org/24/18/teams/111091.png,€950K,€2K,1705,76,67,85,71,71,46,57,66,73,62,51,12,14,7,13,9,55,26,50,44,61,26,65,61,71,57,73,23,78,67,28,65,57,64,65,43,47,67,58,229947,65,48,43,58,47,67,65,66,67,51,RM LM,65,48,43,58,47,67,65,66,67,51,66
